age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,education
31,State-gov,207505,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K,Doctorate
37,Private,135436,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K,Bachelors
34,Private,345705,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K,Bachelors
36,Private,126675,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K,Masters
40,Private,107433,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K,Bachelors
51,Private,230858,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,60,United-States,>50K,Some-college
33,Private,133503,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K,HS-grad
40,Private,46990,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States,>50K,Doctorate
50,Self-emp-inc,201689,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,63,?,>50K,7th-8th
46,Self-emp-inc,216414,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,>50K,Masters
54,Private,182314,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K,Doctorate
39,Private,134367,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States,>50K,Masters
54,Self-emp-inc,206964,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K,Some-college
31,Private,147284,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,99,United-States,>50K,Doctorate
51,Private,172046,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K,Masters
55,Private,175942,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,55,?,>50K,Doctorate
36,Private,145576,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,Japan,>50K,Masters
41,Self-emp-inc,93227,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,60,Taiwan,>50K,Bachelors
56,Self-emp-not-inc,48102,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,50,United-States,>50K,Some-college
38,Private,172538,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K,Bachelors
47,Private,239865,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,45,United-States,>50K,HS-grad
39,Local-gov,180686,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K,Masters
59,Private,170104,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K,Bachelors
54,Private,511668,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,43,United-States,>50K,Doctorate
54,Self-emp-not-inc,109418,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,35,United-States,>50K,Bachelors
31,Private,110643,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K,Bachelors
59,Self-emp-inc,122390,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K,Some-college
46,Private,261059,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K,Masters
57,Private,140426,16,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,Germany,>50K,Doctorate
36,Private,386726,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,44,United-States,>50K,Masters
44,Private,340885,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,40,United-States,>50K,Bachelors
33,Private,149184,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K,Prof-school
54,Private,308087,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,18,United-States,>50K,Some-college
55,Private,368797,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K,Masters
36,Private,218689,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K,Masters
49,Local-gov,298445,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,60,United-States,>50K,Prof-school
41,Private,347653,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K,Prof-school
40,Private,320451,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45,Hong,>50K,Doctorate
43,Private,170730,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K,Bachelors
39,Local-gov,344855,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States,>50K,Masters
26,?,370727,13,Married-civ-spouse,?,Wife,White,Female,0,1977,40,United-States,>50K,Bachelors
48,Private,109814,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K,Prof-school
43,Private,409922,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K,Bachelors
42,Self-emp-inc,191196,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,?,>50K,Bachelors
36,Private,237943,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K,Bachelors
39,Private,49020,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1974,40,United-States,<=50K,Masters
21,Private,109414,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,1974,40,United-States,<=50K,Some-college
23,Private,275818,10,Never-married,Sales,Not-in-family,White,Female,0,1974,40,United-States,<=50K,Some-college
47,Private,133758,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,1974,40,United-States,<=50K,HS-grad
30,Private,43953,9,Never-married,Adm-clerical,Other-relative,White,Female,0,1974,40,United-States,<=50K,HS-grad
35,Private,147258,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1974,40,United-States,<=50K,Some-college
26,Private,58098,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,1974,40,United-States,<=50K,Some-college
26,Private,215384,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1974,55,United-States,<=50K,Bachelors
41,Local-gov,33068,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1974,40,United-States,<=50K,Masters
30,Local-gov,145692,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,1974,40,United-States,<=50K,Some-college
28,Private,111696,9,Separated,Craft-repair,Not-in-family,White,Male,0,1974,40,United-States,<=50K,HS-grad
56,Private,105281,9,Widowed,Sales,Not-in-family,White,Female,0,1974,40,United-States,<=50K,HS-grad
35,Private,200445,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1974,40,United-States,<=50K,HS-grad
34,Private,258666,11,Never-married,Tech-support,Not-in-family,White,Female,0,1974,40,United-States,<=50K,Assoc-voc
29,Private,214702,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1974,35,United-States,<=50K,HS-grad
23,Private,188545,12,Never-married,Adm-clerical,Own-child,White,Female,0,1974,20,United-States,<=50K,Assoc-acdm
24,Federal-gov,210736,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1974,40,United-States,<=50K,HS-grad
62,Private,81116,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,1974,40,United-States,<=50K,Some-college
77,Self-emp-not-inc,71676,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,1944,1,United-States,<=50K,Some-college
47,Private,51835,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,>50K,Prof-school
48,Self-emp-not-inc,191277,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K,Doctorate
42,Self-emp-not-inc,214242,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Prof-school
31,Private,118710,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,>50K,Masters
43,Private,274363,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,England,>50K,Bachelors
50,Private,168212,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,United-States,>50K,Doctorate
36,Private,156667,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
49,Local-gov,193960,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Masters
38,Private,132879,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
48,State-gov,55863,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,46,United-States,>50K,Doctorate
46,Private,265266,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
56,Self-emp-not-inc,145574,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,60,United-States,>50K,HS-grad
37,Private,188540,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,>50K,HS-grad
51,Private,415287,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40,United-States,>50K,HS-grad
43,Private,201723,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,Masters
46,Local-gov,36228,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,<=50K,HS-grad
42,Local-gov,121718,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,Masters
45,Private,26522,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,35,United-States,>50K,Some-college
23,Private,196827,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,<=50K,Some-college
45,Private,246891,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
30,State-gov,199539,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,<=50K,HS-grad
49,State-gov,133917,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1902,60,?,>50K,Doctorate
49,Private,101320,12,Married-civ-spouse,Sales,Wife,White,Female,0,1902,40,United-States,>50K,Assoc-acdm
57,Private,98350,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,Philippines,>50K,Prof-school
42,Self-emp-not-inc,157562,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,80,United-States,>50K,Bachelors
43,Local-gov,105862,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,40,United-States,>50K,Some-college
43,Private,336513,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,Some-college
42,Private,378384,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K,Prof-school
53,Private,104501,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K,Bachelors
40,Local-gov,244522,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,48,United-States,>50K,Masters
46,Private,324655,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,?,>50K,Masters
41,Private,84610,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,Bachelors
49,Private,329603,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
31,Self-emp-not-inc,348038,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,Puerto-Rico,>50K,Bachelors
34,Private,299635,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Masters
40,Federal-gov,298635,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,1902,40,Philippines,>50K,Masters
50,Private,184424,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,38,United-States,>50K,Some-college
54,Private,86837,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,United-States,>50K,HS-grad
49,Private,142287,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,United-States,>50K,Some-college
44,Self-emp-not-inc,402397,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,60,United-States,>50K,Masters
57,Local-gov,118481,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
28,Local-gov,250135,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,55,United-States,<=50K,Masters
57,Private,20953,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Some-college
59,Private,348430,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,>50K,Bachelors
38,Private,169926,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,>50K,Assoc-acdm
36,Self-emp-not-inc,283122,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,60,United-States,>50K,HS-grad
55,Private,323706,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,Some-college
34,Self-emp-not-inc,77209,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,60,United-States,>50K,HS-grad
51,Private,337195,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,50,United-States,>50K,Some-college
46,Private,377401,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,70,Canada,>50K,HS-grad
33,Private,111567,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,Germany,>50K,Masters
31,State-gov,181824,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,35,United-States,>50K,Bachelors
31,Private,37546,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,35,United-States,>50K,Bachelors
59,Self-emp-not-inc,325732,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,52,United-States,>50K,HS-grad
48,Private,194772,12,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Assoc-acdm
33,Private,112115,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,>50K,Bachelors
46,Private,459189,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,50,United-States,>50K,Some-college
53,Private,608184,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1902,40,United-States,>50K,Bachelors
39,Private,165215,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,18,United-States,>50K,Masters
44,Self-emp-not-inc,124692,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
45,Private,360393,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Masters
42,Local-gov,188291,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
24,Self-emp-not-inc,322931,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,40,United-States,>50K,7th-8th
57,Private,173832,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
51,Local-gov,176751,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
50,Private,320510,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
50,Private,162327,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,?,>50K,Bachelors
52,Private,108435,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,Greece,>50K,Masters
46,Self-emp-inc,328216,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,42,?,>50K,Bachelors
44,Private,68729,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1902,40,United-States,>50K,Some-college
47,Self-emp-inc,192894,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,>50K,Bachelors
36,Private,206951,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K,Bachelors
34,Private,164190,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,38,United-States,>50K,Some-college
49,Private,148549,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
45,Private,198223,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K,Bachelors
46,Private,172581,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
53,Self-emp-inc,96062,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,48,United-States,>50K,Bachelors
63,State-gov,194682,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Doctorate
52,Private,143953,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
44,Private,286750,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1902,40,United-States,>50K,Bachelors
37,Private,200374,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
44,State-gov,136546,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Doctorate
53,Private,139671,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
32,Private,175856,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
50,State-gov,289207,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K,Doctorate
42,Federal-gov,108183,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,South,>50K,Masters
50,Private,138179,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,Assoc-acdm
33,Private,236396,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,55,United-States,>50K,Bachelors
50,Local-gov,168672,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,40,United-States,>50K,Masters
32,Private,127610,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,32,United-States,>50K,Bachelors
41,Private,287306,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
54,Private,167770,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K,HS-grad
34,Private,277314,12,Married-civ-spouse,Sales,Husband,Black,Male,0,1902,50,United-States,>50K,Assoc-acdm
41,Self-emp-inc,140365,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K,Bachelors
39,Self-emp-inc,239755,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Prof-school
42,Federal-gov,52781,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Masters
31,Private,201122,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K,Bachelors
45,Private,341995,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,42,United-States,>50K,Assoc-voc
41,Private,106900,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,42,United-States,>50K,Bachelors
48,Private,140782,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,38,United-States,>50K,Masters
32,Self-emp-inc,161153,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,55,United-States,>50K,HS-grad
41,Private,267252,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40,United-States,>50K,Some-college
31,Self-emp-not-inc,325355,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,>50K,Bachelors
30,Self-emp-inc,173858,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,South,>50K,Some-college
41,Private,352812,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,>50K,Some-college
48,Private,109832,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Masters
60,State-gov,234854,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Doctorate
38,Self-emp-not-inc,93206,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,65,United-States,>50K,Bachelors
46,Private,147640,3,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,1902,40,United-States,<=50K,5th-6th
28,Private,147560,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,55,United-States,>50K,Some-college
64,Self-emp-inc,59145,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,Doctorate
31,?,85077,13,Married-civ-spouse,?,Wife,White,Female,0,1902,20,United-States,>50K,Bachelors
42,Private,145711,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Masters
43,Private,112181,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,1902,32,United-States,>50K,Assoc-voc
61,Self-emp-inc,139391,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,35,United-States,>50K,Some-college
48,Private,143098,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,China,>50K,Doctorate
46,Local-gov,114160,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,>50K,Masters
44,Private,325461,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
39,Federal-gov,30916,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Some-college
46,Self-emp-not-inc,131091,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
48,Private,276664,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Doctorate
27,Private,160786,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,11th
22,Federal-gov,32950,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,37,United-States,<=50K,Some-college
51,Federal-gov,163671,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,<=50K,Bachelors
48,State-gov,31141,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K,Some-college
52,Private,144361,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,Assoc-voc
31,Self-emp-not-inc,182177,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
53,Private,95469,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
51,Private,22211,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K,Masters
46,Local-gov,398986,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,52,United-States,>50K,Doctorate
25,Private,253267,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1902,36,United-States,>50K,Some-college
46,Private,403911,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1902,40,United-States,>50K,HS-grad
57,Self-emp-inc,199768,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,30,United-States,>50K,HS-grad
44,Private,151089,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
42,Private,344624,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,50,United-States,>50K,HS-grad
42,Private,172297,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,>50K,Masters
30,Private,159187,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,55,United-States,>50K,Bachelors
54,State-gov,103179,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Doctorate
46,Self-emp-not-inc,168195,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K,Prof-school
33,Private,154981,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
38,Private,159179,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Some-college
50,Private,168212,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,45,United-States,>50K,Masters
46,Private,155659,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,11th
41,Self-emp-not-inc,186909,14,Married-civ-spouse,Sales,Wife,White,Female,0,1902,35,United-States,>50K,Masters
56,Private,193453,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,United-States,>50K,Bachelors
39,Private,284166,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
46,Self-emp-not-inc,353012,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Doctorate
48,Local-gov,273402,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,40,United-States,<=50K,7th-8th
35,Private,161637,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Taiwan,>50K,Doctorate
56,Private,189975,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,60,United-States,>50K,Some-college
49,Self-emp-inc,213140,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,HS-grad
61,State-gov,186451,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Prof-school
43,Private,113324,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
37,Private,193855,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,50,United-States,<=50K,HS-grad
43,Private,196545,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
41,Private,37869,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
61,?,202106,9,Married-civ-spouse,?,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
30,Private,167309,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
58,Private,100313,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K,Some-college
40,Private,146908,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
44,State-gov,193524,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,Masters
40,Private,153238,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,32,United-States,>50K,Bachelors
58,Private,225394,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,<=50K,HS-grad
48,Self-emp-not-inc,353012,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
49,Private,165953,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,<=50K,HS-grad
50,Private,134766,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Bachelors
43,Private,125461,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,55,United-States,>50K,Bachelors
53,Private,48343,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
42,Private,146659,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,Doctorate
56,Self-emp-inc,208809,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
44,Private,35910,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,56,United-States,>50K,Bachelors
29,Private,46442,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,50,United-States,>50K,Bachelors
